"Anno","Provincia","Euro","AL","BE","BG","BM","EL","GA","GG","IB","IG","ME","ND","Totale"
"2022","AOSTA","EURO 6","0","58.160","970","93","0","111.407","0","51.450","1.194","102","0","223.376"
"2022","AOSTA","NC","0","0","0","0","3.331","0","0","0","0","0","0","3.331"
"2022","AOSTA","ND","0","8","1","0","0","2","0","0","0","0","0","11"
"2022","Totale Provincia","","1","92.599","2.973","311","3.331","135.835","0","51.572","1.208","120","1","287.951"
"2022","VARESE","EURO 0","8","28.153","723","55","0","3.624","0","0","0","6","20","32.589"
"2022","VARESE","EURO 1","0","6.906","212","22","0","871","0","0","0","0","0","8.011"
"2022","VARESE","EURO 2","0","21.539","468","57","0","4.147","0","0","0","3","1","26.215"
"2022","VARESE","EURO 3","0","28.394","433","54","0","15.451","0","0","1","8","0","44.341"
"2022","VARESE","EURO 4","0","84.447","7.286","956","0","34.885","0","122","0","81","0","127.777"
"2022","VARESE","EURO 5","0","60.820","3.921","717","0","48.099","0","1.296","43","181","0","115.077"
"2022","VARESE","EURO 6","0","135.409","7.211","570","0","63.989","0","31.472","1.904","574","0","241.129"
"2022","VARESE","NC","0","0","0","0","2.998","0","0","0","0","0","0","2.998"
"2022","VARESE","ND","0","157","0","0","0","2","0","0","0","0","2","161"
"2022","Totale Provincia","","8","365.825","20.254","2.431","2.998","171.068","0","32.890","1.948","853","23","598.298"
"2022","COMO","EURO 0","13","21.112","397","32","0","2.226","0","0","0","4","12","23.796"
"2022","COMO","EURO 1","0","4.597","131","10","0","506","0","0","0","0","0","5.244"
"2022","COMO","EURO 2","0","14.464","260","20","0","2.728","0","0","0","0","0","17.472"
"2022","COMO","EURO 3","0","18.608","254","32","0","9.896","0","0","0","2","0","28.792"
"2022","COMO","EURO 4","0","58.083","3.867","484","0","22.708","0","112","0","51","0","85.305"
"2022","COMO","EURO 5","0","43.968","2.140","513","0","32.075","0","978","34","122","0","79.830"
"2022","COMO","EURO 6","0","93.946","3.653","441","0","44.730","0","20.652","1.481","435","0","165.338"
"2022","COMO","NC","0","0","0","0","2.342","0","0","0","0","0","0","2.342"
"2022","COMO","ND","0","126","0","0","0","1","0","0","0","0","2","129"
"2022","Totale Provincia","","13","254.904","10.702","1.532","2.342","114.870","0","21.742","1.515","614","14","408.248"
"2022","SONDRIO","EURO 0","1","6.824","106","9","0","759","0","0","0","1","2","7.702"
"2022","SONDRIO","EURO 1","0","1.665","34","1","0","257","0","0","0","0","0","1.957"
"2022","SONDRIO","EURO 2","0","4.802","49","3","0","1.952","0","0","0","0","0","6.806"
"2022","SONDRIO","EURO 3","0","5.602","50","1","0","5.634","0","0","0","0","1","11.288"
"2022","SONDRIO","EURO 4","0","17.293","647","40","0","11.816","0","7","0","6","0","29.809"
"2022","SONDRIO","EURO 5","0","10.314","328","69","0","13.462","0","127","8","19","0","24.327"
"2022","SONDRIO","EURO 6","0","16.985","440","56","0","13.911","0","3.826","297","60","0","35.575"
"2022","SONDRIO","NC","0","0","0","0","495","0","0","0","0","0","0","495"
"2022","SONDRIO","ND","0","26","0","0","0","0","0","0","0","0","0","26"
"2022","Totale Provincia","","1","63.511","1.654","179","495","47.791","0","3.960","305","86","3","117.985"
"2022","MILANO","EURO 0","24","112.129","4.134","378","0","19.347","0","0","0","37","168","136.217"
"2022","MILANO","EURO 1","0","22.910","1.029","88","0","3.973","0","0","0","10","7","28.017"
"2022","MILANO","EURO 2","1","60.879","2.393","175","0","12.412","0","1","0","10","4","75.875"
"2022","MILANO","EURO 3","1","75.602","2.140","281","0","40.095","0","0","4","38","2","118.163"
"2022","MILANO","EURO 4","0","245.268","37.939","4.957","0","87.828","0","839","0","714","0","377.545"
"2022","MILANO","EURO 5","0","166.786","23.439","3.772","0","129.639","0","5.773","139","1.022","0","330.570"
"2022","MILANO","EURO 6","1","380.073","39.360","3.231","0","201.625","0","105.276","8.748","3.177","0","741.491"
"2022","MILANO","NC","0","0","0","0","10.032","0","0","0","0","0","0","10.032"
"2022","MILANO","ND","0","656","4","2","0","9","0","0","0","0","19","690"
"2022","Totale Provincia","","27","1.064.303","110.438","12.884","10.032","494.928","0","111.889","8.891","5.008","200","1.818.600"
"2022","BERGAMO","EURO 0","10","29.154","1.971","193","0","8.091","0","0","0","6","9","39.434"
"2022","BERGAMO","EURO 1","0","7.005","368","48","0","1.653","0","0","0","0","0","9.074"
"2022","BERGAMO","EURO 2","0","22.136","871","139","0","6.767","0","0","0","1","0","29.914"
"2022","BERGAMO","EURO 3","0","28.788","845","188","0","24.023","0","0","0","17","6","53.867"
"2022","BERGAMO","EURO 4","0","85.160","15.408","3.551","0","56.087","0","161","0","560","1","160.928"
"2022","BERGAMO","EURO 5","0","56.587","9.067","3.054","0","70.607","0","1.223","44","727","0","141.309"
"2022","BERGAMO","EURO 6","0","124.496","15.910","2.329","0","91.445","0","26.069","2.848","1.805","0","264.902"
"2022","BERGAMO","NC","0","0","0","0","3.513","0","0","0","0","0","0","3.513"
"2022","BERGAMO","ND","0","133","2","0","0","1","0","0","0","0","0","136"
"2022","Totale Provincia","","10","353.459","44.442","9.502","3.513","258.674","0","27.453","2.892","3.116","16","703.077"
"2022","BRESCIA","EURO 0","16","38.248","2.929","203","0","6.616","0","0","0","21","20","48.053"
"2022","BRESCIA","EURO 1","0","9.409","728","77","0","1.995","0","0","0","3","0","12.212"
"2022","BRESCIA","EURO 2","1","28.878","1.687","200","0","9.573","0","0","0","6","0","40.345"
"2022","BRESCIA","EURO 3","0","31.117","1.757","310","0","28.512","0","0","0","40","0","61.736"
"2022","BRESCIA","EURO 4","1","84.250","22.162","4.153","0","69.031","0","123","0","792","0","180.512"
"2022","BRESCIA","EURO 5","0","53.199","14.451","3.393","0","90.407","0","1.019","57","1.059","0","163.585"
"2022","BRESCIA","EURO 6","2","121.858","24.813","3.361","0","130.671","0","26.106","4.035","2.751","0","313.597"
"2022","BRESCIA","NC","0","0","0","0","4.662","0","0","0","0","0","0","4.662"
"2022","BRESCIA","ND","0","193","5","0","0","3","0","0","0","0","3","204"
"2022","Totale Provincia","","20","367.152","68.532","11.697","4.662","336.808","0","27.248","4.092","4.672","23","824.906"
"2022","PAVIA","EURO 0","9","20.083","1.215","207","0","3.132","0","0","0","11","9","24.666"
"2022","PAVIA","EURO 1","0","4.426","314","42","0","848","0","0","0","6","0","5.636"
"2022","PAVIA","EURO 2","0","13.821","691","112","0","4.069","0","0","0","2","0","18.695"
"2022","PAVIA","EURO 3","0","14.926","476","71","0","12.914","0","0","0","10","0","28.397"
"2022","PAVIA","EURO 4","3","39.872","6.631","1.309","0","25.963","1","36","0","112","0","73.927"
"2022","PAVIA","EURO 5","0","24.623","4.219","1.267","0","35.466","0","423","17","200","0","66.215"
"2022","PAVIA","EURO 6","0","59.286","9.134","926","0","52.489","0","13.856","1.111","624","0","137.426"
"2022","PAVIA","NC","0","0","0","0","1.042","0","0","0","0","0","0","1.042"
"2022","PAVIA","ND","0","191","9","0","0","4","0","0","0","0","1","205"
"2022","Totale Provincia","","12","177.228","22.689","3.934","1.042","134.885","1","14.315","1.128","965","10","356.209"
"2022","CREMONA","EURO 0","4","9.349","704","136","0","1.780","0","0","0","0","8","11.981"
"2022","CREMONA","EURO 1","0","2.272","179","36","0","513","0","0","0","0","0","3.000"
"2022","CREMONA","EURO 2","1","7.397","368","89","0","2.589","0","0","0","0","0","10.444"
"2022","CREMONA","EURO 3","0","8.168","289","82","0","9.322","0","0","1","11","0","17.873"
"2022","CREMONA","EURO 4","0","23.681","4.035","906","0","19.645","0","25","0","163","0","48.455"
"2022","CREMONA","EURO 5","0","15.690","2.944","889","0","25.861","0","330","16","217","0","45.947"
"2022","CREMONA","EURO 6","0","35.689","5.842","728","0","36.203","0","8.397","1.153","600","0","88.612"
"2022","CREMONA","NC","0","0","0","0","979","0","0","0","0","0","0","979"
"2022","CREMONA","ND","0","77","4","0","0","1","0","0","0","0","0","82"
"2022","Totale Provincia","","5","102.323","14.365","2.866","979","95.914","0","8.752","1.170","991","8","227.373"
"2022","MANTOVA","EURO 0","5","13.691","1.477","278","0","2.462","0","0","0","1","3","17.917"
"2022","MANTOVA","EURO 1","0","3.566","327","102","0","838","0","0","0","1","0","4.834"
"2022","MANTOVA","EURO 2","0","11.687","699","221","0","4.339","0","0","0","1","0","16.947"
"2022","MANTOVA","EURO 3","0","10.491","569","237","0","12.512","0","0","0","26","0","23.835"
"2022","MANTOVA","EURO 4","0","27.427","6.553","1.674","0","26.291","0","40","0","318","0","62.303"
"2022","MANTOVA","EURO 5","0","15.147","4.101","1.318","0","30.416","0","248","11","389","0","51.630"
"2022","MANTOVA","EURO 6","0","37.883","8.570","1.334","0","43.128","0","7.675","1.273","1.058","0","100.921"
"2022","MANTOVA","NC","0","0","0","0","953","0","0","0","0","0","0","953"
"2022","MANTOVA","ND","0","111","7","1","0","4","0","0","0","0","3","126"
"2022","Totale Provincia","","5","120.003","22.303","5.165","953","119.990","0","7.963","1.284","1.794","6","279.466"
"2022","LECCO","EURO 0","2","10.601","318","15","0","1.888","0","0","0","2","3","12.829"
"2022","LECCO","EURO 1","0","1.922","80","0","0","316","0","0","0","0","0","2.318"
"2022","LECCO","EURO 2","0","6.541","179","7","0","1.650","0","0","0","0","0","8.377"
"2022","LECCO","EURO 3","0","8.978","164","15","0","5.912","0","0","0","1","0","15.070"
"2022","LECCO","EURO 4","0","29.535","2.697","253","0","15.514","0","47","0","26","0","48.072"
"2022","LECCO","EURO 5","0","20.597","1.597","258","0","21.395","0","383","19","66","0","44.315"
"2022","LECCO","EURO 6","1","45.781","2.899","233","0","29.039","0","9.539","811","237","0","88.540"
"2022","LECCO","NC","0","0","0","0","1.110","0","0","0","0","0","0","1.110"
"2022","LECCO","ND","0","69","0","0","0","2","0","0","0","0","0","71"
"2022","Totale Provincia","","3","124.024","7.934","781","1.110","75.716","0","9.969","830","332","3","220.702"
"2022","LODI","EURO 0","3","7.438","531","60","0","1.653","0","0","0","3","8","9.696"
"2022","LODI","EURO 1","0","1.360","118","11","0","367","0","0","0","0","0","1.856"
"2022","LODI","EURO 2","0","4.521","245","36","0","1.454","0","0","0","2","0","6.258"
"2022","LODI","EURO 3","0","4.954","229","48","0","5.209","0","0","0","3","0","10.443"
"2022","LODI","EURO 4","0","14.602","2.909","467","0","11.023","0","18","0","44","0","29.063"
"2022","LODI","EURO 5","0","9.645","2.098","468","0","15.243","0","166","10","106","0","27.736"
"2022","LODI","EURO 6","0","24.120","4.718","416","0","23.289","0","5.017","592","260","0","58.412"
"2022","LODI","NC","0","0","0","0","520","0","0","0","0","0","0","520"
"2022","LODI","ND","0","22","1","1","0","0","0","0","0","0","1","25"
"2022","Totale Provincia","","3","66.662","10.849","1.507","520","58.238","0","5.201","602","418","9","144.009"
"2022","MONZA BRIANZA","EURO 0","4","26.077","907","56","0","5.243","0","0","0","4","26","32.317"
"2022","MONZA BRIANZA","EURO 1","0","8.429","269","9","0","1.938","0","0","0","0","0","10.645"
"2022","MONZA BRIANZA","EURO 2","0","20.101","514","36","0","4.864","0","0","0","0","0","25.515"
"2022","MONZA BRIANZA","EURO 3","0","24.166","531","87","0","14.620","0","0","0","10","0","39.414"
"2022","MONZA BRIANZA","EURO 4","0","77.263","10.856","1.320","0","31.966","1","163","0","158","0","121.727"
"2022","MONZA BRIANZA","EURO 5","0","54.933","6.503","913","0","46.752","0","1.259","56","237","0","110.653"
"2022","MONZA BRIANZA","EURO 6","0","124.725","11.226","760","0","62.961","0","27.616","2.225","653","0","230.166"
"2022","MONZA BRIANZA","NC","0","0","0","0","2.783","0","0","0","0","0","0","2.783"
"2022","MONZA BRIANZA","ND","0","90","1","0","0","0","0","0","0","0","3","94"
"2022","Totale Provincia","","4","335.784","30.807","3.181","2.783","168.344","1","29.038","2.281","1.062","29","573.314"
"2022","BOLZANO","EURO 0","16","14.921","371","45","0","1.657","0","0","0","0","5","17.015"
"2022","BOLZANO","EURO 1","0","3.256","151","5","0","748","0","0","0","0","0","4.160"
"2022","BOLZANO","EURO 2","0","9.463","286","23","0","4.106","0","0","0","1","0","13.879"
"2022","BOLZANO","EURO 3","0","8.041","223","32","0","13.751","0","0","0","3","0","22.050"
"2022","BOLZANO","EURO 4","0","37.631","2.599","412","0","33.998","1","56","0","99","0","74.796"
"2022","BOLZANO","EURO 5","0","22.987","979","271","0","51.488","0","288","29","110","0","76.152"
"2022","BOLZANO","EURO 6","10","91.752","3.187","531","0","137.751","0","35.758","10.563","4.902","0","284.454"
"2022","BOLZANO","NC","0","0","0","0","6.778","0","0","0","0","0","0","6.778"
"2022","BOLZANO","ND","0","50","0","0","0","0","0","0","0","0","2","52"
"2022","Totale Provincia","","26","188.101","7.796","1.319","6.778","243.499","1","36.102","10.592","5.115","7","499.336"
"2022","TRENTO","EURO 0","9","13.174","819","51","0","2.293","0","0","0","3","7","16.356"
"2022","TRENTO","EURO 1","0","3.307","195","19","0","687","0","0","0","1","0","4.209"
"2022","TRENTO","EURO 2","0","9.891","395","39","0","4.047","0","0","0","1","0","14.373"
"2022","TRENTO","EURO 3","0","12.006","404","45","0","15.582","0","0","0","1","0","28.038"
"2022","TRENTO","EURO 4","0","39.835","4.948","745","0","37.580","0","47","0","120","1","83.276"
"2022","TRENTO","EURO 5","0","22.790","2.456","555","0","49.478","0","393","19","229","0","75.920"
"2022","TRENTO","EURO 6","7","131.613","12.576","2.837","0","289.544","0","71.876","23.183","2.527","0","534.163"
"2022","TRENTO","NC","0","0","0","0","20.642","0","0","0","0","0","0","20.642"
"2022","TRENTO","ND","0","57","1","2","0","4","0","0","0","0","1","65"
"2022","Totale Provincia","","16","232.673","21.794","4.293","20.642","399.215","0","72.316","23.202","2.882","9","777.042"
"2022","VERONA","EURO 0","10","28.701","2.883","862","0","4.740","0","0","0","12","18","37.226"
"2022","VERONA","EURO 1","0","6.963","652","313","0","1.617","0","0","0","1","0","9.546"
"2022","VERONA","EURO 2","0","21.376","1.400","736","0","8.630","0","0","0","9","0","32.151"
"2022","VERONA","EURO 3","0","20.807","1.286","888","0","26.554","0","0","0","80","2","49.617"
"2022","VERONA","EURO 4","0","59.145","18.112","8.122","0","54.129","1","134","0","1.576","0","141.219"
"2022","VERONA","EURO 5","1","31.236","10.347","6.583","0","70.535","0","935","48","1.791","0","121.476"
"2022","VERONA","EURO 6","1","80.809","21.440","5.947","0","100.659","0","21.168","3.745","5.569","0","239.338"
"2022","VERONA","NC","0","0","0","0","2.938","0","0","0","0","0","0","2.938"
"2022","VERONA","ND","0","260","8","0","0","5","0","0","0","0","3","276"
"2022","Totale Provincia","","12","249.297","56.128","23.451","2.938","266.869","1","22.237","3.793","9.038","23","633.787"
"2022","VICENZA","EURO 0","10","27.376","2.473","266","0","3.882","0","0","0","3","1","34.011"
"2022","VICENZA","EURO 1","0","7.337","593","90","0","1.352","0","0","0","1","0","9.373"
"2022","VICENZA","EURO 2","0","23.324","1.339","234","0","8.318","0","0","0","4","0","33.219"
"2022","VICENZA","EURO 3","0","22.413","1.094","265","0","28.037","0","0","0","20","1","51.830"
"2022","VICENZA","EURO 4","0","61.602","14.165","2.882","0","59.736","0","137","0","477","0","138.999"
"2022","VICENZA","EURO 5","0","32.694","7.474","2.649","0","69.800","0","1.042","52","666","0","114.377"
"2022","VICENZA","EURO 6","0","72.283","13.868","2.402","0","85.936","0","23.001","3.223","2.066","0","202.779"
"2022","VICENZA","NC","0","0","0","0","2.849","0","0","0","0","0","0","2.849"
"2022","VICENZA","ND","0","143","7","0","0","4","0","0","0","0","1","155"
"2022","Totale Provincia","","10","247.172","41.013","8.788","2.849","257.065","0","24.180","3.275","3.237","3","587.592"
"2022","BELLUNO","EURO 0","1","6.067","281","22","0","833","0","0","0","2","0","7.206"
"2022","BELLUNO","EURO 1","0","1.534","59","3","0","303","0","0","0","0","0","1.899"
"2022","BELLUNO","EURO 2","0","4.652","137","13","0","1.809","0","0","0","1","0","6.612"
"2022","BELLUNO","EURO 3","0","5.238","116","24","0","6.310","0","0","0","3","0","11.691"
"2022","BELLUNO","EURO 4","1","14.508","1.859","165","0","15.323","1","18","0","28","0","31.903"
"2022","BELLUNO","EURO 5","1","8.563","840","133","0","18.406","0","128","9","42","0","28.122"
"2022","BELLUNO","EURO 6","0","18.577","1.527","150","0","23.327","0","4.355","622","116","0","48.674"
"2022","BELLUNO","NC","0","0","0","0","266","0","0","0","0","0","0","266"
"2022","BELLUNO","ND","0","23","0","0","0","2","0","0","0","0","0","25"
"2022","Totale Provincia","","3","59.162","4.819","510","266","66.313","1","4.501","631","192","0","136.398"
"2022","TREVISO","EURO 0","10","26.638","2.232","274","0","4.478","0","0","0","13","10","33.655"
"2022","TREVISO","EURO 1","0","7.032","516","101","0","1.673","0","0","0","1","0","9.323"
"2022","TREVISO","EURO 2","0","22.793","1.199","289","0","8.595","0","0","0","5","0","32.881"
"2022","TREVISO","EURO 3","0","22.256","1.190","303","0","27.887","0","0","0","20","0","51.656"
"2022","TREVISO","EURO 4","0","62.694","14.368","2.588","0","58.486","0","122","0","418","0","138.676"
"2022","TREVISO","EURO 5","1","34.959","7.627","1.670","0","71.483","0","844","42","673","0","117.299"
"2022","TREVISO","EURO 6","0","79.945","14.731","2.007","0","95.124","0","20.390","3.412","1.785","0","217.394"
"2022","TREVISO","NC","0","0","0","0","2.637","0","0","0","0","0","0","2.637"
"2022","TREVISO","ND","0","144","5","2","0","1","0","0","0","0","0","152"
"2022","Totale Provincia","","11","256.461","41.868","7.234","2.637","267.727","0","21.356","3.454","2.915","10","603.673"
"2022","VENEZIA","EURO 0","8","17.778","2.013","242","0","3.003","0","0","0","20","9","23.073"
"2022","VENEZIA","EURO 1","1","4.495","415","67","0","885","0","0","0","1","0","5.864"
"2022","VENEZIA","EURO 2","0","16.687","1.232","186","0","4.530","0","0","0","7","0","22.642"
"2022","VENEZIA","EURO 3","0","18.574","1.275","274","0","18.002","0","0","0","10","0","38.135"
"2022","VENEZIA","EURO 4","0","56.185","15.789","3.069","0","39.524","0","103","0","375","1","115.046"
"2022","VENEZIA","EURO 5","0","28.667","8.557","2.271","0","53.186","0","660","36","547","0","93.924"
"2022","VENEZIA","EURO 6","0","66.270","16.690","2.047","0","75.405","0","16.504","2.381","1.444","0","180.741"
"2022","VENEZIA","NC","0","0","0","0","1.819","0","0","0","0","0","0","1.819"
"2022","VENEZIA","ND","0","145","4","0","0","1","0","0","0","0","0","150"
"2022","Totale Provincia","","9","208.801","45.975","8.156","1.819","194.536","0","17.267","2.417","2.404","10","481.394"
"2022","PADOVA","EURO 0","10","27.253","3.105","628","0","3.794","0","0","0","10","10","34.810"
"2022","PADOVA","EURO 1","1","6.792","720","192","0","1.250","0","0","0","3","0","8.958"
"2022","PADOVA","EURO 2","1","22.623","1.868","529","0","6.888","0","0","0","7","1","31.917"
"2022","PADOVA","EURO 3","0","22.445","1.719","672","0","24.408","0","0","0","31","0","49.275"
"2022","PADOVA","EURO 4","0","62.788","20.113","5.227","0","49.572","0","167","0","764","0","138.631"
"2022","PADOVA","EURO 5","2","34.110","12.200","4.204","0","65.615","0","927","50","956","0","118.064"
"2022","PADOVA","EURO 6","0","80.284","23.444","3.995","0","96.099","0","23.189","3.694","3.102","0","233.807"
"2022","PADOVA","NC","0","0","0","0","2.730","0","0","0","0","0","0","2.730"
"2022","PADOVA","ND","0","170","13","1","0","4","0","0","0","0","1","189"
"2022","Totale Provincia","","14","256.465","63.182","15.448","2.730","247.630","0","24.283","3.744","4.873","12","618.381"
"2022","ROVIGO","EURO 0","0","6.685","1.202","643","0","1.212","0","0","0","18","2","9.762"
"2022","ROVIGO","EURO 1","0","1.991","299","212","0","540","0","0","0","2","0","3.044"
"2022","ROVIGO","EURO 2","0","6.149","610","621","0","2.637","0","0","0","1","0","10.018"
"2022","ROVIGO","EURO 3","0","5.548","491","670","0","8.215","0","0","0","25","1","14.950"
"2022","ROVIGO","EURO 4","0","13.392","5.251","4.092","0","15.005","0","12","0","555","1","38.308"
"2022","ROVIGO","EURO 5","0","6.127","3.272","3.590","0","16.256","0","128","12","648","0","30.033"
"2022","ROVIGO","EURO 6","0","13.860","6.778","3.280","0","23.730","0","3.449","694","2.162","0","53.953"
"2022","ROVIGO","NC","0","0","0","0","346","0","0","0","0","0","0","346"
"2022","ROVIGO","ND","0","49","2","2","0","1","0","0","0","0","0","54"
"2022","Totale Provincia","","0","53.801","17.905","13.110","346","67.596","0","3.589","706","3.411","4","160.468"
"2022","UDINE","EURO 0","14","20.346","722","49","0","1.871","0","0","0","2","6","23.010"
"2022","UDINE","EURO 1","0","5.855","127","12","0","657","0","0","0","0","0","6.651"
"2022","UDINE","EURO 2","0","19.323","281","51","0","3.289","0","0","0","1","0","22.945"
"2022","UDINE","EURO 3","0","19.247","269","53","0","16.397","0","0","0","2","0","35.968"
"2022","UDINE","EURO 4","0","50.271","4.065","368","0","38.070","0","63","0","34","0","92.871"
"2022","UDINE","EURO 5","0","27.816","1.748","309","0","40.494","0","583","22","62","0","71.034"
"2022","UDINE","EURO 6","0","52.394","2.742","234","0","49.339","0","11.832","1.312","241","0","118.094"
"2022","UDINE","NC","0","0","0","0","1.447","0","0","0","0","0","0","1.447"
"2022","UDINE","ND","0","113","7","0","0","0","0","0","0","0","0","120"
"2022","Totale Provincia","","14","195.365","9.961","1.076","1.447","150.117","0","12.478","1.334","342","6","372.140"
"2022","GORIZIA","EURO 0","4","4.952","90","7","0","309","0","0","0","0","1","5.363"
"2022","GORIZIA","EURO 1","0","1.405","29","2","0","132","0","0","0","1","0","1.569"
"2022","GORIZIA","EURO 2","0","5.056","47","4","0","644","0","0","0","0","0","5.751"
"2022","GORIZIA","EURO 3","0","5.361","52","5","0","3.438","0","0","0","2","0","8.858"
"2022","GORIZIA","EURO 4","0","15.408","600","53","0","8.197","0","28","0","3","0","24.289"
"2022","GORIZIA","EURO 5","0","8.318","224","24","0","8.233","0","143","5","5","0","16.952"
"2022","GORIZIA","EURO 6","0","15.247","408","14","0","9.555","0","3.048","233","10","0","28.515"
"2022","GORIZIA","NC","0","0","0","0","268","0","0","0","0","0","0","268"
"2022","GORIZIA","ND","0","35","0","0","0","0","0","1","0","0","0","36"
"2022","Totale Provincia","","4","55.782","1.450","109","268","30.508","0","3.220","238","21","1","91.601"
"2022","TRIESTE","EURO 0","3","8.711","140","8","0","486","0","0","0","0","4","9.352"
"2022","TRIESTE","EURO 1","0","2.249","22","3","0","223","0","0","0","0","0","2.497"
"2022","TRIESTE","EURO 2","0","7.318","58","6","0","888","0","0","0","1","0","8.271"
"2022","TRIESTE","EURO 3","0","7.271","51","11","0","4.328","0","0","0","0","0","11.661"
"2022","TRIESTE","EURO 4","0","21.642","664","42","0","10.244","0","28","0","4","0","32.624"
"2022","TRIESTE","EURO 5","0","12.566","248","40","0","9.910","0","261","10","5","0","23.040"
"2022","TRIESTE","EURO 6","0","23.244","454","32","0","12.703","0","5.537","373","12","0","42.355"
"2022","TRIESTE","NC","0","0","0","0","390","0","0","0","0","0","0","390"
"2022","TRIESTE","ND","0","71","0","0","0","2","0","0","0","0","1","74"
"2022","Totale Provincia","","3","83.072","1.637","142","390","38.784","0","5.826","383","22","5","130.264"
"2022","PORDENONE","EURO 0","6","9.788","551","49","0","1.104","0","0","0","3","6","11.507"
"2022","PORDENONE","EURO 1","0","2.961","138","13","0","491","0","0","0","1","0","3.604"
"2022","PORDENONE","EURO 2","0","10.197","292","55","0","2.641","0","0","0","7","0","13.192"
"2022","PORDENONE","EURO 3","0","10.247","268","57","0","10.878","0","0","0","8","0","21.458"
"2022","PORDENONE","EURO 4","0","25.922","3.585","499","0","24.146","0","48","0","72","0","54.272"
"2022","PORDENONE","EURO 5","0","13.832","1.875","418","0","25.542","0","304","12","126","0","42.109"
"2022","PORDENONE","EURO 6","0","27.075","3.164","374","0","32.715","0","6.963","912","386","0","71.589"
"2022","PORDENONE","NC","0","0","0","0","693","0","0","0","0","0","0","693"
"2022","PORDENONE","ND","0","70","2","0","0","1","0","0","0","0","1","74"
"2022","Totale Provincia","","6","100.092","9.875","1.465","693","97.518","0","7.315","924","603","7","218.498"
"2022","IMPERIA","EURO 0","5","10.781","209","20","0","1.149","0","0","0","0","0","12.164"
"2022","IMPERIA","EURO 1","0","2.455","50","3","0","415","0","0","0","0","0","2.923"
"2022","IMPERIA","EURO 2","0","7.175","98","4","0","1.929","0","0","0","0","0","9.206"
"2022","IMPERIA","EURO 3","0","7.723","93","8","0","6.116","0","0","0","0","0","13.940"
"2022","IMPERIA","EURO 4","0","17.041","1.055","39","0","13.220","0","8","0","3","0","31.366"
"2022","IMPERIA","EURO 5","0","8.802","549","34","0","11.889","0","113","4","7","0","21.398"
"2022","IMPERIA","EURO 6","0","17.664","831","27","0","13.056","0","4.419","235","22","0","36.254"
"2022","IMPERIA","NC","0","0","0","0","270","0","0","0","0","0","0","270"
"2022","IMPERIA","ND","0","45","1","0","0","1","0","0","0","0","0","47"
"2022","Totale Provincia","","5","71.686","2.886","135","270","47.775","0","4.540","239","32","0","127.568"
"2022","SAVONA","EURO 0","0","12.166","339","81","0","1.477","0","0","0","4","0","14.067"
"2022","SAVONA","EURO 1","0","2.398","76","25","0","518","0","0","0","1","0","3.018"
"2022","SAVONA","EURO 2","0","7.165","170","36","0","2.535","0","0","0","1","0","9.907"
"2022","SAVONA","EURO 3","0","8.315","137","22","0","8.053","0","0","0","4","1","16.532"
"2022","SAVONA","EURO 4","0","20.144","1.910","328","0","17.604","0","13","0","25","0","40.024"
"2022","SAVONA","EURO 5","0","10.987","1.286","321","0","16.732","0","101","8","41","0","29.476"
"2022","SAVONA","EURO 6","1","25.068","2.715","226","0","20.797","0","6.161","526","142","0","55.636"
"2022","SAVONA","NC","0","0","0","0","396","0","0","0","0","0","0","396"
"2022","SAVONA","ND","0","32","1","0","0","0","0","0","0","0","1","34"
"2022","Totale Provincia","","1","86.275","6.634","1.039","396","67.716","0","6.275","534","218","2","169.090"
"2022","GENOVA","EURO 0","8","26.575","950","174","0","4.117","0","0","0","4","4","31.832"
"2022","GENOVA","EURO 1","0","6.618","259","64","0","1.056","0","0","0","2","0","7.999"
"2022","GENOVA","EURO 2","0","16.901","479","75","0","4.242","0","0","0","2","0","21.699"
"2022","GENOVA","EURO 3","0","18.959","348","82","0","14.628","0","0","0","3","1","34.021"
"2022","GENOVA","EURO 4","0","53.730","3.845","995","0","37.078","1","24","0","41","0","95.714"
"2022","GENOVA","EURO 5","0","33.637","2.362","898","0","39.859","0","335","7","127","0","77.225"
"2022","GENOVA","EURO 6","0","70.480","5.262","714","0","49.968","0","19.716","1.367","322","0","147.829"
"2022","GENOVA","NC","0","0","0","0","1.139","0","0","0","0","0","0","1.139"
"2022","GENOVA","ND","0","38","0","0","0","1","0","0","0","0","1","40"
"2022","Totale Provincia","","8","226.938","13.505","3.002","1.139","150.949","1","20.075","1.374","501","6","417.498"
"2022","LA SPEZIA","EURO 0","0","6.540","361","82","0","1.121","0","0","0","3","2","8.109"
"2022","LA SPEZIA","EURO 1","0","1.363","71","17","0","297","0","0","0","1","0","1.749"
"2022","LA SPEZIA","EURO 2","0","4.085","178","67","0","1.177","0","0","0","3","0","5.510"
"2022","LA SPEZIA","EURO 3","0","5.748","155","71","0","4.311","0","1","0","2","1","10.289"
"2022","LA SPEZIA","EURO 4","0","14.001","1.862","781","0","10.791","0","7","0","48","1","27.491"
"2022","LA SPEZIA","EURO 5","0","9.156","1.929","1.016","0","12.185","0","93","9","119","0","24.507"
"2022","LA SPEZIA","EURO 6","0","21.188","4.922","862","0","18.072","0","4.776","504","572","0","50.896"
"2022","LA SPEZIA","NC","0","0","0","0","361","0","0","0","0","0","0","361"
"2022","LA SPEZIA","ND","0","72","1","0","0","1","0","0","0","0","0","74"
