"Anno","Provincia","Euro","AL","BE","BG","BM","EL","GA","GG","IB","IG","ME","ND","Totale"
"2021","MODENA","EURO 2","0","17.784","1.376","587","0","6.114","0","0","0","17","0","25.878"
"2021","MODENA","EURO 3","0","18.440","1.401","1.063","0","19.207","0","0","0","70","0","40.181"
"2021","MODENA","EURO 4","0","45.479","15.326","7.998","0","37.636","0","109","0","781","0","107.329"
"2021","MODENA","EURO 5","0","23.922","10.737","5.285","0","51.084","0","699","32","1.014","0","92.773"
"2021","MODENA","EURO 6","0","56.317","19.847","4.211","0","73.475","0","13.210","1.793","2.182","0","171.035"
"2021","MODENA","NC","0","0","0","0","1.375","0","0","0","0","0","0","1.375"
"2021","MODENA","ND","0","152","8","2","0","1","0","0","0","0","0","163"
"2021","Totale Provincia","","4","193.357","51.717","20.048","1.375","193.947","0","14.018","1.825","4.092","6","480.389"
"2021","BOLOGNA","EURO 0","10","27.569","2.975","1.383","0","3.910","0","0","0","39","15","35.901"
"2021","BOLOGNA","EURO 1","0","6.569","914","426","0","1.232","0","0","0","11","0","9.152"
"2021","BOLOGNA","EURO 2","1","19.982","2.276","1.321","0","5.432","0","0","0","29","0","29.041"
"2021","BOLOGNA","EURO 3","0","21.765","2.301","1.809","0","18.840","0","0","0","118","0","44.833"
"2021","BOLOGNA","EURO 4","0","64.334","22.844","15.474","0","37.107","0","210","0","1.435","1","141.405"
"2021","BOLOGNA","EURO 5","0","33.476","14.348","10.915","0","59.490","0","1.878","56","2.079","0","122.242"
"2021","BOLOGNA","EURO 6","0","75.819","27.329","9.186","0","93.594","0","24.610","2.514","5.322","0","238.374"
"2021","BOLOGNA","NC","0","0","0","0","2.157","0","0","0","0","0","0","2.157"
"2021","BOLOGNA","ND","0","96","0","2","0","2","0","0","0","0","1","101"
"2021","Totale Provincia","","11","249.610","72.987","40.516","2.157","219.607","0","26.698","2.570","9.033","17","623.206"
"2021","FERRARA","EURO 0","6","9.992","1.912","817","0","1.657","0","0","0","16","3","14.403"
"2021","FERRARA","EURO 1","1","2.414","376","177","0","484","0","0","0","0","0","3.452"
"2021","FERRARA","EURO 2","0","8.978","1.058","727","0","3.033","0","0","0","2","0","13.798"
"2021","FERRARA","EURO 3","0","9.008","1.034","936","0","10.492","0","0","1","74","0","21.545"
"2021","FERRARA","EURO 4","0","22.160","9.328","5.345","0","18.609","0","24","0","646","0","56.112"
"2021","FERRARA","EURO 5","0","10.942","5.652","3.573","0","23.763","0","210","11","612","0","44.763"
"2021","FERRARA","EURO 6","0","22.501","9.743","3.073","0","35.472","0","4.837","652","1.756","0","78.034"
"2021","FERRARA","NC","0","0","0","0","372","0","0","0","0","0","0","372"
"2021","FERRARA","ND","0","58","5","3","0","0","0","0","0","0","1","67"
"2021","Totale Provincia","","7","86.053","29.108","14.651","372","93.510","0","5.071","664","3.106","4","232.546"
"2021","RAVENNA","EURO 0","11","12.095","2.126","1.514","0","2.357","0","0","0","11","1","18.115"
"2021","RAVENNA","EURO 1","1","3.225","499","403","0","633","0","0","0","0","0","4.761"
"2021","RAVENNA","EURO 2","0","10.272","1.234","1.170","0","3.769","0","0","0","3","0","16.448"
"2021","RAVENNA","EURO 3","0","9.900","1.160","1.156","0","12.752","0","0","0","53","0","25.021"
"2021","RAVENNA","EURO 4","0","24.964","10.596","6.811","0","22.689","0","27","0","934","0","66.021"
"2021","RAVENNA","EURO 5","0","12.244","6.106","5.347","0","27.418","0","285","19","1.079","0","52.498"
"2021","RAVENNA","EURO 6","0","25.031","10.781","4.123","0","40.415","0","5.182","823","2.139","0","88.494"
"2021","RAVENNA","NC","0","0","0","0","673","0","0","0","0","0","0","673"
"2021","RAVENNA","ND","0","52","3","1","0","0","0","0","0","0","0","56"
"2021","Totale Provincia","","12","97.783","32.505","20.525","673","110.033","0","5.494","842","4.219","1","272.087"
"2021","FORLI'-CESENA","EURO 0","8","11.956","1.572","687","0","1.874","0","0","0","10","3","16.110"
"2021","FORLI'-CESENA","EURO 1","0","3.137","408","190","0","627","0","0","0","0","0","4.362"
"2021","FORLI'-CESENA","EURO 2","0","10.027","988","716","0","3.593","0","0","0","1","0","15.325"
"2021","FORLI'-CESENA","EURO 3","1","9.992","1.051","926","0","11.904","0","0","0","54","0","23.928"
"2021","FORLI'-CESENA","EURO 4","0","26.032","10.775","5.754","0","22.884","0","29","0","794","0","66.268"
"2021","FORLI'-CESENA","EURO 5","0","12.641","6.267","3.981","0","26.889","0","279","9","778","0","50.844"
"2021","FORLI'-CESENA","EURO 6","0","25.515","10.838","3.076","0","39.583","0","4.811","723","1.451","0","85.997"
"2021","FORLI'-CESENA","NC","0","0","0","0","587","0","0","0","0","0","0","587"
"2021","FORLI'-CESENA","ND","0","68","4","0","0","2","0","0","0","0","0","74"
"2021","Totale Provincia","","9","99.368","31.903","15.330","587","107.356","0","5.119","732","3.088","3","263.495"
"2021","RIMINI","EURO 0","8","12.346","1.288","468","0","1.607","0","0","0","4","3","15.724"
"2021","RIMINI","EURO 1","1","2.749","357","129","0","474","0","0","0","0","0","3.710"
"2021","RIMINI","EURO 2","0","9.853","973","420","0","2.671","0","0","0","7","0","13.924"
"2021","RIMINI","EURO 3","0","9.356","815","553","0","9.666","0","0","0","33","0","20.423"
"2021","RIMINI","EURO 4","0","25.996","9.216","4.065","0","19.303","0","42","0","473","0","59.095"
"2021","RIMINI","EURO 5","0","12.747","5.340","3.053","0","19.822","0","298","13","599","0","41.872"
"2021","RIMINI","EURO 6","0","23.143","9.425","2.614","0","25.556","0","4.507","481","1.592","0","67.318"
"2021","RIMINI","NC","0","0","0","0","505","0","0","0","0","0","0","505"
"2021","RIMINI","ND","0","88","2","2","0","2","0","0","0","0","1","95"
"2021","Totale Provincia","","9","96.278","27.416","11.304","505","79.101","0","4.847","494","2.708","4","222.666"
"2021","MASSA CARRARA","EURO 0","0","7.653","519","210","0","1.607","0","0","0","0","0","9.989"
"2021","MASSA CARRARA","EURO 1","0","1.668","113","28","0","346","0","0","0","0","0","2.155"
"2021","MASSA CARRARA","EURO 2","0","4.822","176","103","0","1.351","0","0","0","0","0","6.452"
"2021","MASSA CARRARA","EURO 3","0","6.213","183","81","0","4.103","0","0","0","4","0","10.584"
"2021","MASSA CARRARA","EURO 4","0","12.963","2.123","1.013","0","9.750","0","10","0","35","0","25.894"
"2021","MASSA CARRARA","EURO 5","0","8.310","2.178","1.248","0","11.308","0","55","3","118","0","23.220"
"2021","MASSA CARRARA","EURO 6","0","17.737","4.456","854","0","17.841","0","2.584","368","440","0","44.280"
"2021","MASSA CARRARA","NC","0","0","0","0","207","0","0","0","0","0","0","207"
"2021","MASSA CARRARA","ND","0","81","1","1","0","0","0","0","0","0","2","85"
"2021","Totale Provincia","","0","59.447","9.749","3.538","207","46.306","0","2.649","371","597","2","122.866"
"2021","LUCCA","EURO 0","2","15.524","1.042","468","0","3.006","0","0","0","13","3","20.058"
"2021","LUCCA","EURO 1","0","3.265","169","89","0","560","0","0","0","1","0","4.084"
"2021","LUCCA","EURO 2","0","10.113","386","238","0","2.355","0","0","0","1","0","13.093"
"2021","LUCCA","EURO 3","0","12.933","325","222","0","8.460","0","0","0","8","0","21.948"
"2021","LUCCA","EURO 4","0","30.217","3.919","2.570","0","20.069","0","17","0","97","0","56.889"
"2021","LUCCA","EURO 5","0","17.685","3.880","3.085","0","23.438","0","211","14","300","0","48.613"
"2021","LUCCA","EURO 6","0","38.239","9.761","2.363","0","39.443","0","5.847","775","1.215","0","97.643"
"2021","LUCCA","NC","0","0","0","0","575","0","0","0","0","0","0","575"
"2021","LUCCA","ND","0","184","0","0","0","1","0","0","0","0","4","189"
"2021","Totale Provincia","","2","128.160","19.482","9.035","575","97.332","0","6.075","789","1.635","7","263.092"
"2021","PISTOIA","EURO 0","2","10.836","663","187","0","1.623","0","0","0","3","2","13.316"
"2021","PISTOIA","EURO 1","0","2.348","149","55","0","344","0","0","0","1","0","2.897"
"2021","PISTOIA","EURO 2","0","7.709","363","149","0","1.867","0","0","0","2","0","10.090"
"2021","PISTOIA","EURO 3","0","9.074","331","176","0","6.716","0","0","0","11","0","16.308"
"2021","PISTOIA","EURO 4","0","20.343","3.210","1.767","0","16.130","0","12","0","65","0","41.527"
"2021","PISTOIA","EURO 5","0","11.995","3.048","1.663","0","18.973","0","123","4","220","0","36.026"
"2021","PISTOIA","EURO 6","0","26.490","6.846","1.416","0","33.262","0","3.419","567","853","0","72.853"
"2021","PISTOIA","NC","0","0","0","0","365","0","0","0","0","0","0","365"
"2021","PISTOIA","ND","0","91","1","0","0","0","0","0","0","0","0","92"
"2021","Totale Provincia","","2","88.886","14.611","5.413","365","78.915","0","3.554","571","1.155","2","193.474"
"2021","FIRENZE","EURO 0","16","30.948","1.941","546","0","3.805","0","0","0","11","19","37.286"
"2021","FIRENZE","EURO 1","0","6.481","526","151","0","1.058","0","0","0","1","0","8.217"
"2021","FIRENZE","EURO 2","0","20.726","1.099","414","0","4.889","0","0","0","6","0","27.134"
"2021","FIRENZE","EURO 3","0","26.158","907","384","0","19.169","0","0","0","12","0","46.630"
"2021","FIRENZE","EURO 4","1","69.846","10.772","4.654","0","45.548","0","114","0","366","0","131.301"
"2021","FIRENZE","EURO 5","0","43.455","8.397","4.821","0","59.716","0","817","22","894","0","118.122"
"2021","FIRENZE","EURO 6","0","128.981","19.892","5.178","0","219.076","0","34.956","5.826","3.681","0","417.590"
"2021","FIRENZE","NC","0","0","0","0","7.292","0","0","0","0","0","0","7.292"
"2021","FIRENZE","ND","0","250","4","0","0","1","0","0","0","0","6","261"
"2021","Totale Provincia","","17","326.845","43.538","16.148","7.292","353.262","0","35.887","5.848","4.971","25","793.833"
"2021","LIVORNO","EURO 0","5","10.658","618","95","0","1.888","0","0","0","10","8","13.282"
"2021","LIVORNO","EURO 1","0","2.004","145","44","0","481","0","0","0","2","0","2.676"
"2021","LIVORNO","EURO 2","0","7.288","300","125","0","2.200","0","0","0","3","0","9.916"
"2021","LIVORNO","EURO 3","0","10.266","299","150","0","8.214","0","0","0","11","0","18.940"
"2021","LIVORNO","EURO 4","0","25.442","3.157","1.386","0","19.006","0","9","0","81","0","49.081"
"2021","LIVORNO","EURO 5","0","13.983","2.395","1.434","0","20.583","0","142","12","186","0","38.735"
"2021","LIVORNO","EURO 6","0","30.572","5.044","1.104","0","30.589","0","4.297","480","561","0","72.647"
"2021","LIVORNO","NC","0","0","0","0","302","0","0","0","0","0","0","302"
"2021","LIVORNO","ND","0","135","0","0","0","1","0","0","0","0","2","138"
"2021","Totale Provincia","","5","100.348","11.958","4.338","302","82.962","0","4.448","492","854","10","205.717"
"2021","PISA","EURO 0","3","13.999","1.168","312","0","2.941","0","1","0","15","4","18.443"
"2021","PISA","EURO 1","0","3.170","299","82","0","682","0","0","0","2","0","4.235"
"2021","PISA","EURO 2","0","10.006","520","245","0","3.030","0","0","0","2","0","13.803"
"2021","PISA","EURO 3","0","12.164","451","230","0","10.657","0","0","0","11","0","23.513"
"2021","PISA","EURO 4","0","28.315","4.735","2.443","0","24.282","0","25","0","150","0","59.950"
"2021","PISA","EURO 5","0","16.075","4.459","2.954","0","28.488","0","207","5","410","0","52.598"
"2021","PISA","EURO 6","0","37.987","11.374","2.463","0","47.936","0","5.636","833","1.534","0","107.763"
"2021","PISA","NC","0","0","0","0","509","0","0","0","0","0","0","509"
"2021","PISA","ND","0","159","2","0","0","4","0","0","0","0","0","165"
"2021","Totale Provincia","","3","121.875","23.008","8.729","509","118.020","0","5.869","838","2.124","4","280.979"
"2021","AREZZO","EURO 0","9","15.400","1.122","591","0","2.135","0","0","0","13","4","19.274"
"2021","AREZZO","EURO 1","0","3.748","324","222","0","748","0","0","0","8","0","5.050"
"2021","AREZZO","EURO 2","0","11.282","726","645","0","4.330","0","0","0","22","0","17.005"
"2021","AREZZO","EURO 3","0","10.770","614","517","0","12.512","0","0","0","21","2","24.436"
"2021","AREZZO","EURO 4","0","22.769","4.901","3.289","0","25.484","0","16","0","246","1","56.706"
"2021","AREZZO","EURO 5","0","11.630","3.451","3.200","0","24.746","0","174","10","434","0","43.645"
"2021","AREZZO","EURO 6","0","23.437","6.934","2.794","0","36.310","0","3.865","584","1.417","0","75.341"
"2021","AREZZO","NC","0","0","0","0","385","0","0","0","0","0","0","385"
"2021","AREZZO","ND","0","113","5","1","0","3","0","0","0","0","4","126"
"2021","Totale Provincia","","9","99.149","18.077","11.259","385","106.268","0","4.055","594","2.161","11","241.968"
"2021","SIENA","EURO 0","8","12.115","679","192","0","1.448","0","0","0","18","5","14.465"
"2021","SIENA","EURO 1","0","2.432","188","57","0","579","0","0","0","2","0","3.258"
"2021","SIENA","EURO 2","0","8.513","394","179","0","3.077","0","0","0","2","0","12.165"
"2021","SIENA","EURO 3","0","8.578","355","136","0","9.751","0","0","0","9","0","18.829"
"2021","SIENA","EURO 4","0","18.087","2.827","1.219","0","21.148","0","25","0","73","0","43.379"
"2021","SIENA","EURO 5","0","9.450","2.076","1.683","0","21.878","0","162","10","243","0","35.502"
"2021","SIENA","EURO 6","0","19.302","4.130","1.680","0","31.255","0","3.572","446","1.031","0","61.416"
"2021","SIENA","NC","0","0","0","0","317","0","0","0","0","0","0","317"
"2021","SIENA","ND","0","88","2","0","0","3","0","0","0","0","4","97"
"2021","Totale Provincia","","8","78.565","10.651","5.146","317","89.139","0","3.759","456","1.378","9","189.428"
"2021","GROSSETO","EURO 0","4","8.388","721","112","0","1.889","0","0","0","5","2","11.121"
"2021","GROSSETO","EURO 1","0","2.125","159","37","0","592","0","0","0","0","0","2.913"
"2021","GROSSETO","EURO 2","0","7.187","424","106","0","3.046","0","0","0","0","0","10.763"
"2021","GROSSETO","EURO 3","0","8.236","410","112","0","9.403","0","0","0","2","0","18.163"
"2021","GROSSETO","EURO 4","0","16.058","3.042","875","0","18.872","0","18","0","51","1","38.917"
"2021","GROSSETO","EURO 5","0","7.911","1.595","726","0","17.026","0","70","7","105","0","27.440"
"2021","GROSSETO","EURO 6","0","14.591","2.632","545","0","20.691","0","2.275","312","288","0","41.334"
"2021","GROSSETO","NC","0","0","0","0","193","0","0","0","0","0","0","193"
"2021","GROSSETO","ND","0","27","2","0","0","0","0","0","0","0","0","29"
"2021","Totale Provincia","","4","64.523","8.985","2.513","193","71.519","0","2.363","319","451","3","150.873"
"2021","PRATO","EURO 0","1","9.418","456","96","0","1.193","0","0","0","6","2","11.172"
"2021","PRATO","EURO 1","0","1.907","123","36","0","277","0","0","0","0","0","2.343"
"2021","PRATO","EURO 2","1","4.879","225","82","0","1.114","0","0","0","1","0","6.302"
"2021","PRATO","EURO 3","0","6.274","215","66","0","4.373","0","0","0","3","0","10.931"
"2021","PRATO","EURO 4","0","17.125","2.322","974","0","11.328","0","16","0","67","0","31.832"
"2021","PRATO","EURO 5","1","11.971","2.376","910","0","14.529","0","205","7","149","0","30.148"
"2021","PRATO","EURO 6","0","27.044","5.066","666","0","28.376","0","4.062","665","482","0","66.361"
"2021","PRATO","NC","0","0","0","0","337","0","0","0","0","0","0","337"
"2021","PRATO","ND","0","43","0","0","0","0","0","0","0","0","2","45"
"2021","Totale Provincia","","3","78.661","10.783","2.830","337","61.190","0","4.283","672","708","4","159.471"
"2021","PERUGIA","EURO 0","7","32.937","3.287","1.394","0","7.090","0","0","1","30","11","44.757"
"2021","PERUGIA","EURO 1","0","7.169","789","474","0","2.028","0","0","0","6","0","10.466"
"2021","PERUGIA","EURO 2","0","22.669","1.508","1.452","0","10.151","0","0","0","10","0","35.790"
"2021","PERUGIA","EURO 3","0","20.232","1.257","1.225","0","27.610","0","0","0","38","1","50.363"
"2021","PERUGIA","EURO 4","0","38.970","8.895","8.658","0","59.704","0","32","0","739","2","117.000"
"2021","PERUGIA","EURO 5","0","17.161","6.357","9.380","0","50.709","0","310","34","1.042","0","84.993"
"2021","PERUGIA","EURO 6","0","34.930","12.331","10.050","0","72.712","0","7.710","1.018","4.538","0","143.289"
"2021","PERUGIA","NC","0","0","0","0","863","0","0","0","0","0","0","863"
"2021","PERUGIA","ND","0","185","6","4","0","4","0","0","0","0","1","200"
"2021","Totale Provincia","","7","174.253","34.430","32.637","863","230.008","0","8.052","1.053","6.403","15","487.721"
"2021","TERNI","EURO 0","4","11.291","1.519","365","0","1.756","0","0","0","7","2","14.944"
"2021","TERNI","EURO 1","0","2.602","430","89","0","566","0","0","0","2","0","3.689"
"2021","TERNI","EURO 2","0","8.559","1.021","277","0","3.026","0","0","0","4","0","12.887"
"2021","TERNI","EURO 3","0","7.514","807","243","0","9.412","0","0","0","13","0","17.989"
"2021","TERNI","EURO 4","0","14.843","5.242","1.864","0","18.032","0","9","0","190","0","40.180"
"2021","TERNI","EURO 5","0","6.860","2.363","1.302","0","14.868","0","126","6","218","0","25.743"
"2021","TERNI","EURO 6","0","13.242","4.673","1.198","0","19.089","0","2.431","290","838","0","41.761"
"2021","TERNI","NC","0","0","0","0","223","0","0","0","0","0","0","223"
"2021","TERNI","ND","0","45","0","0","0","1","0","0","0","0","0","46"
"2021","Totale Provincia","","4","64.956","16.055","5.338","223","66.750","0","2.566","296","1.272","2","157.462"
"2021","PESARO E URBINO","EURO 0","4","11.737","1.167","756","0","2.010","0","0","1","11","0","15.686"
"2021","PESARO E URBINO","EURO 1","0","3.164","311","294","0","734","0","0","0","0","0","4.503"
"2021","PESARO E URBINO","EURO 2","0","10.131","656","1.037","0","3.739","0","0","0","10","0","15.573"
"2021","PESARO E URBINO","EURO 3","0","10.210","586","1.137","0","11.528","0","0","0","63","0","23.524"
"2021","PESARO E URBINO","EURO 4","0","22.921","5.648","6.370","0","25.880","0","26","0","801","0","61.646"
